,Category,Group,Pathway,Description
3080,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ath00480],AT3G63080 GPX5; glutathione peroxidase 5	K00432 gpx; glutathione peroxidase [EC:1.11.1.9]
3081,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ath00480],AT2G48150 GPX4; glutathione peroxidase 4	K00432 gpx; glutathione peroxidase [EC:1.11.1.9]
3082,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ath00480],AT2G31570 GPX2; glutathione peroxidase 2	K00432 gpx; glutathione peroxidase [EC:1.11.1.9]
3083,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ath00480],AT1G63460 GPX8; glutathione peroxidase 8	K00432 gpx; glutathione peroxidase [EC:1.11.1.9]
3084,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ath00480],AT4G11600 GPX6; glutathione peroxidase 6	K00432 gpx; glutathione peroxidase [EC:1.11.1.9]
3085,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ath00480],AT2G25080 GPX1; glutathione peroxidase 1	K00432 gpx; glutathione peroxidase [EC:1.11.1.9]
3086,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ath00480],AT4G31870 GPX7; glutathione peroxidase 7	K00432 gpx; glutathione peroxidase [EC:1.11.1.9]
3087,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ath00480],AT2G43350 GPX3; glutathione peroxidase 3	K00432 gpx; glutathione peroxidase [EC:1.11.1.9]
3088,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ath00480],AT1G23820 SPDS1; spermidine synthase	K00797 speE; spermidine synthase [EC:2.5.1.16]
3089,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ath00480],AT1G70310 SPDS2; spermidine synthase 2	K00797 speE; spermidine synthase [EC:2.5.1.16]
3090,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ath00480],AT5G53120 SPDS3; spermidine synthase 3	K00797 speE; spermidine synthase [EC:2.5.1.16]
3091,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ath00480],AT1G07890 APX1; ascorbate peroxidase 1	K00434 E1.11.1.11; L-ascorbate peroxidase [EC:1.11.1.11]
3092,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ath00480],AT3G09640 APX2; ascorbate peroxidase 2	K00434 E1.11.1.11; L-ascorbate peroxidase [EC:1.11.1.11]
3093,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ath00480],AT4G35000 APX3; ascorbate peroxidase 3	K00434 E1.11.1.11; L-ascorbate peroxidase [EC:1.11.1.11]
3094,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ath00480],AT4G35970 APX5; ascorbate peroxidase 5	K00434 E1.11.1.11; L-ascorbate peroxidase [EC:1.11.1.11]
3095,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ath00480],AT1G77490 TAPX; thylakoidal ascorbate peroxidase	K00434 E1.11.1.11; L-ascorbate peroxidase [EC:1.11.1.11]
3096,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ath00480],AT4G08390 SAPX; stromal ascorbate peroxidase	K00434 E1.11.1.11; L-ascorbate peroxidase [EC:1.11.1.11]
3097,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ath00480],AT4G09010 TL29; ascorbate peroxidase 4	K00434 E1.11.1.11; L-ascorbate peroxidase [EC:1.11.1.11]
3098,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ath00480],AT4G32320 APX6; ascorbate peroxidase 6	K00434 E1.11.1.11; L-ascorbate peroxidase [EC:1.11.1.11]
3099,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ath00480],AT2G21790 RNR1; ribonucleotide reductase 1	K10807 RRM1; ribonucleoside-diphosphate reductase subunit M1 [EC:1.17.4.1]
3100,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ath00480],AT3G27060 TSO2; Ferritin/ribonucleotide reductase-like family protein	K10808 RRM2; ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1]
3101,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ath00480],AT3G23580 RNR2A; ribonucleotide reductase 2A	K10808 RRM2; ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1]
3102,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],AT2G16530 3-oxo-5-alpha-steroid 4-dehydrogenase family protein	K12345 SRD5A3; 3-oxo-5-alpha-steroid 4-dehydrogenase 3 / polyprenol reductase [EC:1.3.1.22 1.3.1.94]
3103,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],AT3G45040 phosphatidate cytidylyltransferase family protein	K00902 DOLK; dolichol kinase [EC:2.7.1.108]
3104,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],AT2G41490 GPT; UDP-glcnac-adolichol phosphate glcnac-1-p-transferase	K01001 ALG7; UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase [EC:2.7.8.15]
3105,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],AT3G57220 Glycosyl transferase family 4 protein	K01001 ALG7; UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase [EC:2.7.8.15]
3106,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],AT2G39630 Nucleotide-diphospho-sugar transferases superfamily protein	K00729 ALG5; dolichyl-phosphate beta-glucosyltransferase [EC:2.4.1.117]
3107,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],"AT4G16710 glycosyltransferase family protein 28	K07432 ALG13; beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]"
3108,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],"AT4G18230 UDP-N-acetylglucosamine transferase subunit ALG14-like protein	K07441 ALG14; beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]"
3109,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],AT1G20575 DPMS1; Nucleotide-diphospho-sugar transferases superfamily protein	K00721 DPM1; dolichol-phosphate mannosyltransferase [EC:2.4.1.83]
3110,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],AT1G74340 DPMS2; dolichol phosphate-mannose biosynthesis regulatory protein-like protein	K09658 DPM2; dolichol phosphate-mannose biosynthesis regulatory protein
3111,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],AT1G48140 DPMS3; dolichol-phosphate mannosyltransferase-like protein	K09659 DPM3; dolichol-phosphate mannosyltransferase subunit 3
3112,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],"AT1G16570 UDP-Glycosyltransferase superfamily protein	K03842 ALG1; beta-1,4-mannosyltransferase [EC:2.4.1.142]"
3113,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],"AT1G78800 UDP-Glycosyltransferase superfamily protein	K03843 ALG2; alpha-1,3/alpha-1,6-mannosyltransferase [EC:2.4.1.132 2.4.1.257]"
3114,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],"AT2G40190 LEW3; UDP-Glycosyltransferase superfamily protein	K03844 ALG11; alpha-1,2-mannosyltransferase [EC:2.4.1.131]"
3115,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],"AT2G47760 ALG3; asparagine-linked glycosylation 3	K03845 ALG3; alpha-1,3-mannosyltransferase [EC:2.4.1.258]"
3116,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],"AT1G16900 EBS3; Alg9-like mannosyltransferase family	K03846 ALG9; alpha-1,2-mannosyltransferase [EC:2.4.1.259 2.4.1.261]"
3117,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],"AT1G02145 ALG12; homolog of asparagine-linked glycosylation 12	K03847 ALG12; alpha-1,6-mannosyltransferase [EC:2.4.1.260]"
3118,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],"AT5G38460 ALG6	K03848 ALG6; alpha-1,3-glucosyltransferase [EC:2.4.1.267]"
3119,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],"AT2G44660 ALG6	K03849 ALG8; alpha-1,3-glucosyltransferase [EC:2.4.1.265]"
3120,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],"AT5G02410 ALG10; DIE2/ALG10 family	K03850 ALG10; alpha-1,2-glucosyltransferase [EC:2.4.1.256]"
3121,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],AT1G34130 STT3B; staurosporin and temperature sensitive 3-like b	K07151 STT3; dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18]
3122,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],AT5G19690 STT3A; staurosporin and temperature sensitive 3-like A	K07151 STT3; dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18]
3123,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],AT1G76400 Ribophorin I	K12666 OST1; oligosaccharyltransferase complex subunit alpha (ribophorin I)
3124,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],AT2G01720 Ribophorin I	K12666 OST1; oligosaccharyltransferase complex subunit alpha (ribophorin I)
3125,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],AT4G21150 HAP6; ribophorin II (RPN2) family protein	K12667 SWP1; oligosaccharyltransferase complex subunit delta (ribophorin II)
3126,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],AT1G32210 ATDAD1; Defender against death (DAD family) protein	K12668 OST2; oligosaccharyltransferase complex subunit epsilon
3127,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],AT2G35520 DAD2; Defender against death (DAD family) protein	K12668 OST2; oligosaccharyltransferase complex subunit epsilon
3128,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],AT1G61790 Oligosaccharyltransferase complex/magnesium transporter family protein	K12669 OST3; oligosaccharyltransferase complex subunit gamma
3129,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],AT1G11560 Oligosaccharyltransferase complex/magnesium transporter family protein	K12669 OST3; oligosaccharyltransferase complex subunit gamma
3130,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],AT5G66680 DGL1; dolichyl-diphosphooligosaccharide-protein glycosyltransferase 48kDa subunit family protein	K12670 WBP1; oligosaccharyltransferase complex subunit beta
3131,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],AT5G03080 LPPgamma; Phosphatidic acid phosphatase (PAP2) family protein	K07252 DOLPP1; dolichyldiphosphatase [EC:3.6.1.43]
3132,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],AT1G24320 Six-hairpin glycosidases superfamily protein	K01228 MOGS; mannosyl-oligosaccharide glucosidase [EC:3.2.1.106]
3133,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],AT1G67490 GCS1; glucosidase 1	K01228 MOGS; mannosyl-oligosaccharide glucosidase [EC:3.2.1.106]
3134,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],"AT5G63840 RSW3; Glycosyl hydrolases family 31 protein	K05546 GANAB; mannosyl-oligosaccharide alpha-1,3-glucosidase [EC:3.2.1.207]"
3135,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],"AT1G30000 MNS3; alpha-mannosidase 3	K23741 MAN1B; endoplasmic reticulum Man9GlcNAc2 1,2-alpha-mannosidase [EC:3.2.1.209]"
3136,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],"AT3G21160 MNS2; alpha-mannosidase 2	K01230 MAN1A_C; mannosyl-oligosaccharide alpha-1,2-mannosidase [EC:3.2.1.113]"
3137,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],"AT1G51590 MNS1; alpha-mannosidase 1	K01230 MAN1A_C; mannosyl-oligosaccharide alpha-1,2-mannosidase [EC:3.2.1.113]"
3138,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],"AT4G38240 CGL1; alpha-1,3-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	K00726 MGAT1; alpha-1,3-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.101]"
3139,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],AT5G14950 GMII; golgi alpha-mannosidase II	K01231 MAN2; alpha-mannosidase II [EC:3.2.1.114]
3140,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],"AT2G05320 beta-1	K00736 MGAT2; alpha-1,6-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.143]"
3141,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],"AT2G13290 beta-1	K00737 MGAT3; beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]"
3142,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],"AT1G67880 beta-1	K00737 MGAT3; beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]"
3143,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],"AT3G01620 beta-1	K00737 MGAT3; beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]"
3144,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],"AT5G14480 beta-1	K00737 MGAT3; beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]"
3145,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],"AT3G27540 beta-1	K00737 MGAT3; beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]"
3146,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00510 N-Glycan biosynthesis [PATH:ath00510],"AT1G12990 beta-1	K00737 MGAT3; beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]"
3147,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00513 Various types of N-glycan biosynthesis [PATH:ath00513],"AT4G16710 glycosyltransferase family protein 28	K07432 ALG13; beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]"
3148,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00513 Various types of N-glycan biosynthesis [PATH:ath00513],"AT4G18230 UDP-N-acetylglucosamine transferase subunit ALG14-like protein	K07441 ALG14; beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]"
3149,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00513 Various types of N-glycan biosynthesis [PATH:ath00513],"AT1G16570 UDP-Glycosyltransferase superfamily protein	K03842 ALG1; beta-1,4-mannosyltransferase [EC:2.4.1.142]"
3150,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00513 Various types of N-glycan biosynthesis [PATH:ath00513],"AT1G78800 UDP-Glycosyltransferase superfamily protein	K03843 ALG2; alpha-1,3/alpha-1,6-mannosyltransferase [EC:2.4.1.132 2.4.1.257]"
3151,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00513 Various types of N-glycan biosynthesis [PATH:ath00513],"AT2G40190 LEW3; UDP-Glycosyltransferase superfamily protein	K03844 ALG11; alpha-1,2-mannosyltransferase [EC:2.4.1.131]"
3152,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00513 Various types of N-glycan biosynthesis [PATH:ath00513],"AT2G47760 ALG3; asparagine-linked glycosylation 3	K03845 ALG3; alpha-1,3-mannosyltransferase [EC:2.4.1.258]"
3153,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00513 Various types of N-glycan biosynthesis [PATH:ath00513],"AT1G16900 EBS3; Alg9-like mannosyltransferase family	K03846 ALG9; alpha-1,2-mannosyltransferase [EC:2.4.1.259 2.4.1.261]"
3154,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00513 Various types of N-glycan biosynthesis [PATH:ath00513],"AT1G02145 ALG12; homolog of asparagine-linked glycosylation 12	K03847 ALG12; alpha-1,6-mannosyltransferase [EC:2.4.1.260]"
3155,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00513 Various types of N-glycan biosynthesis [PATH:ath00513],AT1G34130 STT3B; staurosporin and temperature sensitive 3-like b	K07151 STT3; dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18]
3156,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00513 Various types of N-glycan biosynthesis [PATH:ath00513],AT5G19690 STT3A; staurosporin and temperature sensitive 3-like A	K07151 STT3; dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18]
3157,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00513 Various types of N-glycan biosynthesis [PATH:ath00513],AT1G76400 Ribophorin I	K12666 OST1; oligosaccharyltransferase complex subunit alpha (ribophorin I)
3158,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00513 Various types of N-glycan biosynthesis [PATH:ath00513],AT2G01720 Ribophorin I	K12666 OST1; oligosaccharyltransferase complex subunit alpha (ribophorin I)
3159,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00513 Various types of N-glycan biosynthesis [PATH:ath00513],AT4G21150 HAP6; ribophorin II (RPN2) family protein	K12667 SWP1; oligosaccharyltransferase complex subunit delta (ribophorin II)
3160,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00513 Various types of N-glycan biosynthesis [PATH:ath00513],AT1G32210 ATDAD1; Defender against death (DAD family) protein	K12668 OST2; oligosaccharyltransferase complex subunit epsilon
3161,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00513 Various types of N-glycan biosynthesis [PATH:ath00513],AT2G35520 DAD2; Defender against death (DAD family) protein	K12668 OST2; oligosaccharyltransferase complex subunit epsilon
